,Security Code,Security Id,Security Name,dayHigh,dayLow,52weekHigh,52weekLow
440,540611,AUBANK,AU Small Finance Bank Ltd,1158.05,1131.50,1177.95,542.75
248,532187,INDUSINDBK,INDUSIND BANK LTD.,1174.05,1109.20,1835.00,1109.20
419,539957,MGL,Mahanagar Gas Ltd,1174.60,1118.00,1246.80,754.70
314,532725,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,1190.00,1138.35,1350.00,923.60
331,532830,ASTRAL,ASTRAL POLY TECHNIK LTD.,1192.10,1163.25,1265.20,848.00
42,500180,HDFCBANK,HDFC Bank Ltd,1218.00,1204.00,1304.10,1035.13
134,502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,1273.45,1228.95,1284.00,682.65
6,500033,FORCEMOT,FORCE MOTORS LTD.-$,1280.00,1231.60,1869.00,951.00
167,511218,SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.,1285.65,1246.20,1299.00,909.25
283,532504,NAVINFLUOR,Navin Fluorine International Limited-$,1288.50,1195.00,1288.50,570.20
99,500510,LT,LARSEN & TOUBRO LTD.,1289.65,1266.65,1606.70,1236.00
275,532478,UBL,UNITED BREWERIES LTD.-$,1294.00,1256.80,1483.55,1184.85
384,534091,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,1305.00,1260.00,1442.00,643.50
30,500114,TITAN,Titan Company Limited,1318.40,1302.00,1389.85,998.70
38,500163,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,1322.40,1292.20,1480.40,675.30
122,500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,1332.75,1306.80,1641.00,1104.00
445,540716,ICICIGI,ICICI Lombard General Insurance Company Ltd,1343.95,1327.00,1439.90,895.25
108,500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,1349.40,1318.00,1745.00,1131.05
263,532331,AJANTPHARM,AJANTA PHARMA LTD.,1356.00,1276.00,1483.40,840.00
188,517385,SYMPHONY,Symphony Limited,1360.00,1336.50,1575.00,1070.00
214,524494,IPCALAB,IPCA LABORATORIES LTD.,1380.30,1307.00,1507.95,778.90
103,500550,SIEMENS,SIEMENS LTD.,1399.55,1363.00,1716.55,933.70
163,509930,SUPREMEIND,SUPREME INDUSTRIES LTD.,1400.00,1385.00,1412.00,950.20
301,532644,JKCEMENT,J.K.CEMENT LTD.,1420.25,1380.00,1465.00,690.35
84,500410,ACC,ACC LTD.,1427.00,1403.25,1768.40,1325.00
281,532498,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,1453.80,1407.70,1900.00,1221.55
405,539448,INDIGO,InterGlobe Aviation Ltd,1479.00,1428.00,1911.00,1078.85
70,500325,RELIANCE,RELIANCE INDUSTRIES LTD.,1479.00,1458.00,1617.80,1095.65
199,523261,VENKYS,VENKY&#39;S (INDIA) LTD.,1483.00,1369.40,2407.00,1100.00
230,531335,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,1485.45,1461.00,1858.85,1217.00
201,523385,NILKAMAL,NILKAMAL LTD.,1525.00,1456.65,1544.15,890.45
67,500302,PEL,PIRAMAL ENTERPRISES LTD.,1533.00,1473.95,2728.85,1270.75
208,523642,PIIND,PI Industries Ltd,1540.05,1500.45,1626.00,864.00
72,500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,1590.30,1569.30,1609.00,1048.85
19,500092,CRISIL,CRISIL LTD.,1595.70,1541.00,2070.00,1135.45
408,539524,LALPATHLAB,Dr. Lal PathLabs Ltd,1660.05,1580.05,1845.90,950.10
432,540203,SFL,Sheela Foam Ltd,1662.00,1615.35,1770.00,1084.00
409,539542,LUXIND,Lux Industries Ltd,1680.00,1571.35,1680.00,983.50
52,500247,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,1699.00,1678.80,1734.35,1209.50
427,540115,LTTS,L&T Technology Services Ltd,1727.00,1666.00,1817.75,1395.60
158,508869,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,1783.30,1706.65,1783.30,1083.00
11,500043,BATAINDIA,BATA INDIA LTD.,1817.80,1785.00,1897.00,1251.60
306,532683,AIAENG,AIA ENGINEERING LTD.,1819.85,1771.55,2026.00,1484.20
295,532541,NIITTECH,NIIT TECHNOLOGIES LTD.,1853.75,1808.00,2057.00,1179.90
365,533155,JUBLFOOD,Jubilant FoodWorks Ltd,1858.40,1812.70,1973.05,1078.05
120,500820,ASIANPAINT,ASIAN PAINTS LTD.,1884.80,1862.00,1915.65,1291.45
467,541988,AAVAS,AAVAS Financiers Ltd,1945.35,1873.05,2078.30,868.25
92,500472,SKFINDIA,SKF India Ltd,1960.90,1943.70,2313.00,1742.80
422,540005,LTI,Larsen & Toubro Infotech Ltd,2025.50,1936.80,2049.40,1436.65
383,533758,APLAPOLLO,APL APOLLO TUBES LTD.,2036.00,1990.00,2216.95,1079.00
307,532689,PVR,PVR LTD.,2093.90,2054.00,2097.90,1345.80
86,500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,2156.60,2114.05,2156.60,1453.00
279,532488,DIVISLAB,DIVI&#39;S LABORATORIES LTD.,2180.40,2143.65,2189.00,1466.95
294,532540,TCS,TATA CONSULTANCY SERVICES LTD.,2221.35,2186.75,2296.00,1882.00
114,500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,2260.00,2222.15,2297.35,1649.70
43,500182,HEROMOTOCO,HERO MOTOCORP LTD.,2280.20,2225.00,3021.15,2225.00
390,534976,VMART,V-MART RETAIL LTD.,2299.00,2196.45,2867.00,1604.00
51,500238,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,2309.75,2212.75,2570.00,1292.40
2,500010,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,2346.00,2304.25,2499.65,1821.55
434,540376,DMART,Avenue Supermarts Ltd,2386.00,2307.35,2559.00,1225.95
115,500710,AKZOINDIA,Akzo Nobel India Limited,2407.95,2317.00,2500.00,1600.00
270,532443,CERA,CERA SANITARYWARE LTD.,2414.15,2370.30,3180.00,2151.00
412,539658,TEAMLEASE,TeamLease Services Ltd,2498.35,2335.35,3201.40,2261.00
407,539523,ALKEM,Alkem Laboratories Ltd,2640.00,2505.00,2698.50,1660.35
153,506820,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,2796.20,2667.60,2940.45,1635.30
273,532466,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,2892.55,2856.00,3649.00,2482.00
220,526612,BLUEDART,BLUE DART EXPRESS LTD.,2910.00,2850.00,3650.00,2019.00
320,532777,NAUKRI,INFO EDGE (INDIA) LTD.,2910.75,2751.25,3125.00,1600.05
203,523398,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,2945.55,2751.30,2945.70,1475.00
121,500825,BRITANNIA,BRITANNIA INDUSTRIES LTD.,3075.35,3022.10,3443.90,2302.00
355,532977,BAJAJ-AUTO,BAJAJ AUTO LTD.,3090.00,3036.00,3315.00,2400.00
466,541729,HDFCAMC,HDFC Asset Management Company Ltd,3246.75,3183.55,3844.00,1302.00
32,500124,DRREDDY,DR.REDDY&#39;S LABORATORIES LTD.,3281.90,3235.00,3341.45,2352.00
54,500252,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,3295.00,3214.70,6431.40,3133.90
96,500490,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,3715.00,3683.35,3949.35,3001.00
138,503806,SRF,SRF LTD.,4170.25,4125.00,4230.00,2161.50
112,500680,PFIZER,PFIZER LTD.,4172.40,4020.00,4649.40,2797.50
148,506285,BAYERCROP,BAYER CROPSCIENCE LTD.,4263.55,4216.10,4660.00,2952.00
34,500126,PGHL,Procter & Gamble Health Ltd,4287.00,4102.00,5120.80,2866.25
164,509966,VSTIND,VST INDUSTRIES LTD.,4375.00,4300.75,4856.45,3166.80
292,532538,ULTRACEMCO,ULTRATECH CEMENT LTD.,4486.40,4371.95,4903.90,3385.00
145,505790,SCHAEFFLER,Schaeffler India Ltd,4582.85,4370.00,5699.95,3841.00
59,500266,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,4775.00,4650.00,4948.00,3034.05
7,500034,BAJFINANCE,Bajaj Finance Limited,4777.05,4704.00,4815.00,2513.00
4,500027,ATUL,ATUL LTD.,5017.15,4920.00,5114.00,3267.70
189,517506,TTKPRESTIG,TTK PRESTIGE LTD.,5944.00,5833.90,7738.57,5046.65
156,507815,GILLETTE,GILLETTE INDIA LTD.,6125.00,5851.20,8200.00,5851.20
357,533023,WABCOINDIA,WABCO INDIA LTD.,6853.75,6790.50,7082.65,5798.40
282,532500,MARUTI,MARUTI SUZUKI INDIA LTD.,6934.50,6701.00,7755.00,5447.00
110,500674,SANOFI,Sanofi India Ltd,7205.00,6982.95,7472.35,5300.00
356,532978,BAJAJFINSV,BAJAJ FINSERV LTD.,9559.40,9438.05,10297.00,5851.15
111,500676,GSKCONS,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,9729.95,9581.00,9876.70,6868.00
89,500459,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,11323.15,11220.00,12699.90,9799.85
101,500530,BOSCHLTD,BOSCH LTD.,14864.35,14475.50,19422.55,12698.80
95,500488,ABBOTINDIA,ABBOTT INDIA LTD.,15650.00,14550.00,15650.00,7150.00
118,500790,NESTLEIND,NESTLE INDIA LTD.,16565.00,16375.00,16753.45,10028.10
141,505200,EICHERMOT,EICHER MOTORS LTD.,18791.80,18360.75,23427.75,15196.95
202,523395,3MINDIA,3M INDIA LTD.,22189.10,22007.35,25361.10,18200.00
330,532827,PAGEIND,PAGE INDUSTRIES LTD.,22900.00,22240.00,26891.00,17140.70
79,500387,SHREECEM,SHREE CEMENT LTD.,24009.10,23304.55,25341.20,15055.30
185,517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,36550.00,35200.05,39499.50,21305.05
62,500290,MRF,MRF LTD.,71307.55,69550.10,73500.00,51850.00
