,Security Code,Security Id,Security Name,dayHigh,dayLow,52weekHigh,52weekLow
672,508963,STRLGUA,STERLING GUARANTY & FINANCE LTD.,6.88,6.87,9.45,6.66
704,509449,BHAGWOX,BHAGWATI OXYGEN LTD.,6.89,6.89,20.25,5.44
3774,541702,ASHNI,Ashnisha Industries Ltd,6.89,6.26,6.89,1.47
171,500317,OSWALAGRO,OSWAL AGRO MILLS LTD.,6.90,6.02,10.20,4.50
106,500206,MARGOFIN,Margo Finance Limited,6.93,6.93,9.48,6.60
2078,531265,PROGREXV,Progrex Ventures Ltd,6.94,6.94,12.00,6.94
1940,530777,INFRAIND,INFRA INDUSTRIES LTD.,6.96,6.96,6.96,5.96
2102,531323,JAYIND,Jayatma Industries Ltd,6.98,6.98,19.80,6.65
1507,524210,PNTKYOR,PENTOKEY ORGANY (INDIA) LTD.,7.00,6.70,17.15,6.65
1943,530787,INLANPR,INLAND PRINTERS LTD.,7.00,7.00,8.00,6.85
2920,533294,RKDL,RAVI KUMAR DISTILLERIES LTD.,7.00,5.56,10.00,5.00
828,511702,PARSHINV,PARSHARTI INVESTMENT LTD.,7.00,6.68,10.08,6.68
3099,537784,KCSL,Karnimata Cold Storage Ltd,7.00,7.00,10.00,7.00
1238,519471,AMBARPIL,Ambar Protein Industries Ltd,7.00,7.00,7.00,7.00
2326,532016,WELLESLEY,WELLESLEY CORPORATION LTD.,7.00,7.00,7.00,7.00
1636,526251,MIDEASTP,MID EAST PORTFOLIO MANAGEMENT LTD.,7.00,7.00,7.64,6.70
3070,536672,VCU,VCU Data Management Ltd,7.00,6.37,15.61,4.75
1246,519532,ASIANTNE,ASIAN TEA & EXPORTS LTD.-$,7.00,7.00,12.33,6.50
2266,531819,NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,7.01,7.01,10.99,7.01
844,511756,ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,7.03,7.03,9.11,6.76
2807,532992,CHLLTD,CHL LTD.,7.05,6.68,13.12,6.68
49,500106,IFCI,IFCI LTD.,7.07,6.13,14.58,5.62
2068,531237,DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,7.07,7.07,7.07,6.75
115,500219,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,7.10,6.90,64.65,6.70
959,513173,STLSTRINF,STEEL STRIPS INFRASTRUCTURES LTD.,7.10,7.10,7.50,6.50
2972,533704,ESSARSHPNG,ESSAR SHIPPING LTD.,7.10,6.99,16.04,5.76
2552,532613,VIPCLOTHNG,VIP Clothing Ltd,7.11,6.74,26.50,5.93
1305,521188,UNITEDTE,UNITED TEXTILES LTD.,7.12,7.12,8.60,6.30
691,509073,HATHWAYB,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,7.19,7.19,7.19,2.88
724,509760,MODRNSH,MODERN SHARES & STOCKBROKERS LTD.,7.20,7.10,10.25,6.86
86,500170,GTNINDS,GTN INDUSTRIES LTD.,7.21,6.87,12.49,5.10
643,507962,RAJATH,Rajath Finance Limited,7.22,7.22,7.96,7.22
1769,526983,ASHOKRE,ASHOKA REFINERIES LTD.,7.22,7.22,10.28,7.22
2248,531746,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,7.25,6.00,10.29,5.33
993,513460,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,7.25,7.20,9.84,7.20
1612,526113,UNRYLMA,UNIROYAL MARINE EXPORTS LTD.,7.27,7.27,10.81,4.56
1897,530555,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,7.27,7.04,14.90,6.55
3252,539041,SVPHOUSING,SVP Housing Ltd,7.27,7.27,21.00,7.27
1215,519238,SPTRSHI,SAPTARISHI AGRO INDUSTRIES LTD.,7.30,7.30,8.80,6.00
3455,539798,UMIYA,Umiya Tubes Ltd,7.30,6.62,13.06,6.20
2108,531336,AUROCOK,AUROMA COKE LTD.,7.30,7.29,12.80,7.29
2968,533638,FLEXITUFF,Flexituff Ventures International Ltd,7.32,7.32,53.60,3.09
2118,531352,PEETISEC,PEETI SECURITIES LTD.,7.33,7.33,10.60,4.92
841,511740,MEHTAHG,MEHTA HOUSING FINANCE LTD.,7.35,7.35,12.15,7.19
3376,539435,RFSL,Richfield Financial Services Ltd,7.36,7.36,24.45,7.01
569,506858,GUJPETR,GUJARAT PETROSYNTHESE LTD.,7.37,7.37,30.20,5.65
1252,519604,SURFI,SURYO FOODS & INDUSTRIES LTD.,7.38,7.38,14.99,7.38
3570,540253,SNTCL,Shree Nidhi Trading Co. Ltd,7.39,7.39,20.95,4.86
702,509423,SEL,Sanathnagar Enterprises Limited,7.40,7.40,16.69,7.25
1336,522105,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,7.40,6.11,19.25,5.20
2077,531260,SUNEDISON,Sunedison Infrastructure Ltd,7.41,7.41,7.41,5.82
786,511473,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,7.43,7.26,11.00,6.31
3081,537069,ARNOLD,Arnold Holdings Ltd,7.43,6.85,16.28,5.22
2122,531360,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,7.45,7.45,8.05,6.86
1629,526225,BLOOM,BLOOM DEKOR LTD.-$,7.45,7.45,16.75,6.79
1816,530169,MOHITPPR,MOHIT PAPER MILLS LTD.,7.46,7.46,11.46,7.27
3069,536659,PVVINFRA,PVV Infra Ltd,7.48,7.48,30.95,7.48
538,506365,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,7.48,7.48,18.10,5.56
2747,532895,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,7.50,6.61,15.44,5.14
3572,540266,GLCL,Globe Commercials Ltd,7.50,7.50,21.20,6.70
590,507442,DHARSUGAR,DHARANI SUGARS & CHEMICALS LTD.,7.50,6.85,13.99,5.55
1074,514336,GENESIS,Genesis Ibrc India Ltd,7.50,7.50,8.12,6.09
1148,517246,BCCFUBA,BCC FUBA INDIA LTD.,7.52,7.52,18.40,4.52
1058,514264,SEASONST,SEASONS TEXTILES LTD.-$,7.54,7.17,11.45,4.81
1633,526237,MORGAN,MORGAN VENTURES LTD.,7.58,7.58,11.23,7.58
2000,531035,JRELTD,Justride Enterprises Ltd,7.58,7.58,7.60,7.22
628,507852,ADDIND,ADDI INDUSTRIES LTD.-$,7.60,7.60,8.40,7.60
2591,532670,RENUKA,SHREE RENUKA SUGARS LTD.,7.60,6.88,12.53,6.50
53,500111,RELCAPITAL,RELIANCE CAPITAL LTD.,7.62,7.01,214.30,6.75
287,501242,TCIFINANCE,TCI FINANCE LTD.,7.63,6.90,19.50,6.52
2967,533632,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,7.63,7.45,14.60,4.54
1781,530035,SANTOSHF,SANTOSH FINE-FAB LTD.,7.65,7.65,9.15,6.42
3418,539594,MISHTANN,Mishtann Foods Ltd,7.67,7.67,72.45,7.67
1580,524711,VISTAPH,VISTA PHARMACEUTICALS LTD.,7.68,6.97,25.85,6.40
1025,513713,WHITEORG,White Organic Agro Ltd,7.69,7.33,29.30,6.72
3225,538935,ABHIFIN,Abhishek Finlease Ltd,7.70,7.70,7.70,7.70
1997,531027,LIBORD,LIBORD SECURITIES LTD.,7.70,7.70,9.50,7.30
2016,531111,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,7.71,7.71,12.07,6.65
2573,532646,UNIPLY,UNIPLY INDUSTRIES LTD.,7.72,7.00,68.90,7.00
2432,532334,HBESD,HB ESTATE DEVELOPERS LTD.,7.73,7.66,20.55,7.32
2286,531885,SVAINDIA,SVA INDIA LTD.,7.75,7.75,7.75,7.75
987,513430,MAITRI,Maitri Enterprises Ltd,7.75,7.75,9.25,7.75
3431,539659,VIDLI,Vidli Restaurants Ltd,7.80,7.80,26.60,6.41
2193,531574,VASINFRA,VAS INFRASTRUCTURE LTD.,7.80,7.80,7.80,3.28
1227,519353,BANSTEA,BANSISONS TEA INDUSTRIES LTD.,7.80,7.80,8.60,7.80
1218,519262,PRIMAGR,PRIMA AGRO LTD.,7.80,7.65,16.80,7.13
1840,530259,INTSTOIL,INTER STATE OIL CARRIER LTD.,7.82,7.82,13.59,6.85
350,503092,PASUSPG,PASUPATI SPG.& WVG.MILLS LTD.,7.83,7.83,22.10,7.47
3691,540821,SADHNA,Sadhna Broadcast Ltd,7.87,7.86,20.80,7.86
914,512455,LLOYDSME,LLOYDS METALS AND ENERGY LTD.,7.89,7.51,13.45,6.90
2086,531280,PANKAJPO,PANKAJ POLYMERS LTD.,7.90,7.90,7.90,2.50
3563,540210,TMRVL,The Mandhana Retail Ventures Ltd,7.92,7.18,33.95,7.18
2305,531930,SARTHAKIND,SARTHAK INDUSTRIES LTD.,7.94,7.94,7.94,7.57
1962,530855,GDLLEAS,GDL LEASING & FINANCE LTD.,7.94,7.94,7.94,7.94
2923,533298,SURANASOL,Surana Solar Limited,7.95,7.65,12.25,5.22
1266,520086,SICAL,SICAL LOGISTICS LTD.,7.96,7.96,157.00,6.55
1894,530543,MARG,MARG LTD.,7.96,7.31,22.90,7.02
2071,531252,ANERI,Aneri Fincap Ltd,7.98,7.98,7.98,2.24
8,500016,ARUNAHTEL,ARUNA HOTELS LTD.,7.98,7.98,9.85,4.75
1947,530799,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,7.98,7.98,8.03,7.60
2310,531962,SHREMETAL,SHREE METALLOYS LTD.,8.00,8.00,32.00,8.00
836,511728,KZLFIN,K.Z.LEASING & FINANCE LTD.,8.01,8.01,11.87,6.59
829,511706,ACTIONFI,ACTION FINANCIAL SERVICES (INDIA) LTD.,8.01,8.00,9.34,7.50
1167,517411,SHYAMTEL,SHYAM TELECOM LTD.,8.03,8.03,8.97,4.45
2341,532056,ADIEXRE,ADINATH EXIM RESOURCES LTD.,8.08,8.08,13.00,7.13
1692,526604,LIPPISYS,LIPPI SYSTEMS LTD.-$,8.09,8.09,12.90,6.60
1103,515099,VERTICLIND,Vertical Industries Ltd,8.10,8.10,8.10,8.10
2622,532719,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,8.10,7.93,24.15,7.03
2002,531043,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,8.10,8.10,17.50,8.10
620,507794,KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LTD.,8.10,7.84,9.86,5.20
2866,533171,UNITEDBNK,UNITED BANK OF INDIA,8.11,7.98,11.99,6.50
498,505797,MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT) LTD.,8.13,8.13,9.55,8.13
665,508922,MSRINDIA,MSR INDIA LTD.,8.14,6.81,14.00,5.60
1313,521226,UNIROYAL,UNIROYAL INDUSTRIES LTD.,8.16,8.16,12.55,5.60
2323,532007,SHVFL,SHREEVATSAA FINANCE & LEASING LTD.,8.17,8.17,9.50,2.98
898,512341,CESL,CES Limited,8.18,8.18,8.18,8.18
876,512175,VAMA,VAMA INDUSTRIES LTD.,8.19,7.48,16.70,5.22
1849,530305,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,8.23,7.62,12.05,4.80
367,503681,ELCIDIN,ELCID INVESTMENTS LTD.,8.25,8.25,8.25,6.18
3302,539206,GVBL,Genomic Valley Biotech Ltd,8.25,8.25,8.25,8.25
3162,538647,PURSHOTTAM,Purshottam Investofin Ltd,8.25,8.25,24.25,7.96
1563,524624,GAGAN,GAGAN GASES LTD.,8.25,8.25,10.03,8.00
1572,524663,BIBCL,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,8.28,8.17,14.80,5.50
3913,590025,GINNIFILA,GINNI FILAMENTS LTD.,8.28,7.96,15.50,6.20
1990,530991,ROOPAIND,ROOPA INDUSTRIES LTD.,8.29,8.28,12.00,6.82
1721,526737,CORPOCO,CORPORATE COURIER AND CARGO LTD.,8.30,8.30,15.50,7.56
1833,530235,KJMCFIN,KJMC FINANCIAL SERVICES LTD.,8.30,8.30,33.00,8.30
796,511539,SUPRATRE,Supra Trends Limited,8.30,8.30,9.03,8.08
1322,522001,CRANEX,CRANEX LTD.,8.30,7.60,16.74,6.69
680,509015,THAKRAL,THAKRAL SERVICES (INDIA) LTD.,8.30,8.30,12.50,8.00
3557,540192,LKPSEC,LKP Securities Ltd,8.30,7.02,12.30,3.87
2980,534064,AIML,ALLIANCE INTEGRATED METALIKS LTD.,8.36,8.36,101.00,8.36
1753,526899,HFIL,Himalaya Food International Ltd,8.40,7.86,11.40,4.49
2284,531881,GMETCOAL,GUJARAT METALLIC COAL & COKE LTD.-$,8.40,7.60,18.16,7.51
3395,539520,SHAILJA,Shailja Commercial Trade Frenzy Ltd,8.40,8.40,23.40,5.10
1229,519383,ANIKINDS,ANIK INDUSTRIES LTD.,8.40,7.95,18.25,5.31
792,511523,VEERHEALTH,Veerhealth Care Limited,8.40,8.00,10.80,7.00
1410,523351,STDSHOE,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,8.41,8.41,9.80,8.41
2944,533407,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,8.42,8.42,22.70,7.01
151,500279,MIRCELECTR,MIRC ELECTRONICS LTD.,8.43,7.75,24.75,6.18
1737,526823,RAJINFRA,Rajeswari Infrastructure Limited,8.44,8.44,9.34,6.00
3217,538918,VANICOM,Vani Commercials Ltd,8.45,8.45,8.45,6.00
2021,531127,MENAMANI,Mena Mani Industries Ltd,8.47,8.47,16.85,8.07
1099,515059,MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,8.50,8.40,16.80,7.24
2684,532806,AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,8.50,8.19,15.28,7.35
2479,532408,MEGASOFT,MEGASOFT LTD.,8.50,7.75,9.67,5.60
1785,530047,MOHOTAIND,Mohota Industries Ltd,8.50,8.45,45.80,6.32
2271,531841,INDUSFINL,Indus Finance Ltd,8.50,8.50,13.50,7.76
929,512559,KOHINOOR,KOHINOOR FOODS LTD.,8.50,8.17,34.50,7.40
3058,535916,ALSL,Alacrity Securities Ltd,8.50,8.40,9.00,5.85
1977,530925,RAMSONS,RAMSONS PROJECTS LTD.,8.51,8.51,8.98,8.50
3197,538833,ANUBHAV,Anubhav Infrastructure Ltd,8.51,8.51,11.00,8.51
999,513507,GUJCONT,GUJARAT CONTAINERS LTD.,8.52,8.52,13.45,8.52
2083,531274,KINETRU,KINETIC TRUST LTD.,8.53,8.53,9.00,8.13
1452,523650,REDEXPR,REDEX PROTECH LTD.,8.55,8.55,10.17,8.55
2483,532416,NEXTMEDIA,NEXT MEDIAWORKS LTD.,8.56,8.56,27.75,7.35
1767,526977,CRIMSON,Crimson Metal Engineering Company Ltd,8.58,8.58,9.01,7.11
966,513291,PREMPIPES,PREMIER PIPES LTD.,8.64,8.64,17.20,4.47
3166,538667,SIROHIA,Sirohia & Sons Ltd,8.68,8.68,13.05,8.39
1302,521178,SRMCL,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,8.68,8.27,15.78,8.27
2592,532673,KMSUGAR,K.M.SUGAR MILLS LTD.,8.69,7.90,10.60,5.43
1224,519307,VIKASWSP,VIKAS WSP LTD.,8.69,7.76,25.80,6.87
3332,539287,ORTINLAABS,Ortin Laboratories Ltd,8.70,8.23,17.40,7.70
1966,530881,ABVL,Arunjyoti Bio Ventures Ltd,8.70,8.70,9.30,8.58
424,504810,INFORTEC,INFORMED TECHNOLOGIES INDIA LTD.,8.70,8.70,35.90,8.70
1234,519439,PIONAGR,PIONEER AGRO EXTRACTS LTD.,8.70,8.70,9.40,8.55
2195,531582,BERYLSE,BERYL SECURITIES LTD.,8.75,8.66,9.75,6.28
2307,531946,CHADPAP,CHADHA PAPERS LTD.,8.75,8.75,8.75,8.75
783,511447,SYLPH,SYLPH TECHNOLOGIES LTD.,8.75,8.75,9.15,7.32
3577,540311,JITFINFRA,JITF Infralogistics Ltd,8.75,8.35,18.79,5.40
2070,531246,PRIMAIN,PRIMA INDUSTRIES LTD.,8.80,8.80,8.80,6.99
362,503657,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,8.80,8.50,12.33,6.50
3198,538834,MEL,Meenakshi Enterprises Ltd,8.82,8.40,12.79,2.43
3073,536737,ACFSL,Amrapali Capital and Finance Services Ltd,8.83,8.83,17.90,7.73
2354,532105,MEGFI,MEGA FIN (INDIA) LTD.,8.87,8.87,8.87,8.87
3036,535387,LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.,8.88,8.84,8.88,8.84
3205,538868,CSL,Continental Securities Ltd,8.92,8.92,8.92,5.00
2322,532005,SAMINDUS,SAM INDUSTRIES LTD.,8.92,8.92,12.70,8.40
3634,540681,CHOTHANI,Chothani Foods Ltd,8.95,8.95,8.95,2.89
968,513303,MDRNSTL,MODERN STEELS LTD.-$,8.97,8.97,11.00,8.97
2344,532070,SUPRBPA,SUPERB PAPERS LTD.,8.98,8.98,19.50,7.52
3689,540809,MRCEXIM,MRC Exim Ltd,8.99,8.99,9.18,1.46
1989,530985,JPTSEC,JPT SECURITIES LTD.,9.00,8.71,9.00,4.66
2053,531210,COLINZ,COLINZ LABORATORIES LTD.,9.00,9.00,10.15,6.00
2080,531268,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,9.00,9.00,11.70,4.14
1277,521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.,9.00,9.00,17.55,8.65
3088,537326,CHEMTECH,Chemtech Industrial Valves Ltd,9.01,9.01,9.88,4.00
2312,531972,TRIDETOOL,TRIDENT TOOLS LTD.,9.03,9.03,13.00,9.03
3084,537254,RCIIND,RCI Industries & Technologies Ltd,9.09,8.23,117.00,8.23
659,508867,NEWMKTADV,NEW MARKETS ADVISORY LTD.,9.10,9.10,9.10,8.26
1469,523756,SREINFRA,SREI INFRASTRUCTURE FINANCE LTD.,9.12,8.76,33.80,7.17
149,500274,MESPHAR-B,MESCO PHARMACEUTICALS LTD.,9.13,9.13,11.78,9.13
938,512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.,9.19,9.19,9.19,9.19
3089,537392,TAAZAINT,Taaza International Ltd,9.20,9.20,9.20,7.99
1226,519331,VSFPROJ,VSF PROJECTS LTD.,9.20,9.20,9.20,8.00
1869,530403,VALLABH,VALLABH POLY-PLAST INTERNATIONAL LTD.,9.24,9.24,10.26,9.24
3648,540703,PROVESTSER,Provestment Services Ltd,9.24,9.24,9.24,5.37
2042,531190,TAVERNIER,Tavernier Resources Limi,9.29,9.29,13.49,7.22
2297,531911,GALAGEX,GALAXY AGRICO EXPORTS LTD.,9.31,9.31,33.50,9.31
2269,531825,RCCEMEN,RCC CEMENTS LTD.,9.38,9.38,9.87,9.38
1828,530213,FORINTL,FORTUNE INTERNATIONAL LTD.,9.38,9.38,10.92,8.92
3037,535431,GCMSECU,GCM Securities Ltd,9.38,9.38,11.72,9.38
989,513436,SHAHALLOYS,SHAH ALLOYS LTD.,9.39,8.72,18.55,7.00
2037,531173,SYSCHEM,SYSCHEM (INDIA) LTD.,9.39,8.52,10.48,5.51
368,503691,SAHARA,SAHARA ONE MEDIA & ENTERTAINMENT LTD.-$,9.42,9.42,20.00,9.40
3209,538882,EMERALD,Emerald Leasing Finance & Investment Company Ltd,9.44,9.44,14.70,6.01
2362,532140,MOHITE,Mohite Industries Ltd,9.45,9.45,13.70,8.45
3219,538920,SPACEAGE,Spaceage Products Ltd,9.45,9.00,9.45,9.00
1939,530771,KLGCAP,KLG CAPITAL SERVICES LTD.,9.48,8.58,10.00,4.35
2856,533160,DBREALTY,D B Realty Ltd,9.49,9.15,23.55,5.73
2050,531206,KWALITYCL,KWALITY CREDIT & LEASING LTD.,9.50,9.50,12.69,9.50
2151,531439,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,9.50,9.24,15.45,8.00
1740,526839,SIPL,SHELTER INFRA PROJECTS LTD.-$,9.50,9.50,17.00,9.00
3748,541337,MILEFUR,Milestone Furniture Ltd,9.50,9.00,27.70,8.75
3003,534639,VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LTD.,9.50,9.50,9.50,6.80
893,512291,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,9.50,9.50,9.50,9.50
468,505515,SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,9.51,9.51,33.25,9.51
42,500093,CGPOWER,CG Power and Industrial Solutions Ltd,9.53,8.86,47.35,7.60
3135,538541,INCEPTUM,Inceptum Enterprises Ltd,9.54,9.54,19.15,9.54
3815,542233,TREJHARA,Trejhara Solutions Ltd,9.55,9.55,34.50,9.50
1741,526847,ASHSI,ASHIRWAD STEELS & INDUSTRIES LTD.,9.57,9.12,10.90,3.63
1567,524640,ARCHITORG,ARCHIT ORGANOSYS LTD.,9.57,8.80,21.00,7.19
3115,538351,AFEL,A.F. Enterprises Ltd,9.60,9.31,9.60,1.35
1139,517172,PERVASIVE,Pervasive Commodities Ltd,9.60,9.60,9.60,9.60
1646,526365,SWARNSAR,Swarnsarita Gems Ltd,9.62,8.74,13.96,6.33
2467,532388,IOB,INDIAN OVERSEAS BANK,9.62,9.32,15.80,8.75
1999,531033,REGAL,REGAL ENTERTAINMENT & CONSULTANTS LTD.,9.63,9.63,11.00,9.63
1539,524502,RAAJMEDI,RAAJ MEDISAFE INDIA LTD.,9.67,9.67,10.80,9.67
3738,541228,TRL,Taylormade Renewables Ltd,9.68,9.68,24.00,4.95
3071,536709,INDRENEW,IND Renewable Energy Ltd,9.69,8.24,27.20,6.80
3146,538568,FRUTION,Fruition Venture Ltd,9.70,9.70,10.85,7.99
2287,531887,RAHME,RAHUL MERCHANDISING LTD.,9.73,9.73,9.73,9.27
982,513401,ASHIS,ASHIANA ISPAT LTD.,9.75,9.75,30.20,9.50
3378,539447,BEARDSELL,Beardsell Ltd,9.75,9.70,19.75,6.20
3156,538609,GAJANANSEC,Gajanan Securities Services Ltd,9.75,9.75,9.75,9.75
438,505075,SETCO,SETCO AUTOMOTIVE LTD.,9.77,8.81,36.05,8.81
3872,542771,NOVATEOR,Novateor Research Laboratories Ltd,9.77,9.77,49.40,9.77
78,500155,GARDENSILK,GARDEN SILK MILLS LTD.,9.79,9.31,23.75,8.51
1089,514454,SOUTLAT,SOUTHERN LATEX LTD.,9.79,9.79,13.30,9.79
1685,526570,MIDWEST,MIDWEST GOLD LTD.,9.80,9.80,13.65,9.80
3582,540361,DANUBE,Danube Industries Ltd,9.80,9.34,11.50,4.30
1824,530197,FUNDVISER,Fundviser Capital (India) Ltd,9.80,9.80,19.45,6.89
971,513309,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,9.80,9.80,10.00,1.90
1533,524458,INDOEURO,INDO EURO INDCHEM LTD.,9.80,9.80,13.47,9.50
2768,532928,TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,9.85,7.97,16.50,6.16
3391,539506,ADCON,Adcon Capital Services Ltd,9.85,9.85,10.95,9.85
110,500211,INSILCO,INSILCO LTD.,9.85,9.30,20.45,9.03
3077,536846,YURANUS,Yuranus Infrastructure Ltd,9.88,9.88,12.45,9.88
2759,532918,RATHIBAR,RATHI BARS LTD.,9.90,9.00,16.70,7.10
95,500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,9.92,9.55,16.60,6.31
3208,538881,GALADAFIN,Galada Finance Ltd,9.93,9.93,15.00,9.93
1436,523550,KRYPTONQ,KRYPTON INDUSTRIES LTD.,9.97,9.97,18.45,9.20
2188,531553,DRL,Disha Resources Ltd,9.98,9.98,9.98,5.62
860,512062,ZSANMCOM,SANMITRA COMMERCIAL LTD.,9.99,9.99,9.99,9.52
1108,516007,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD.,10.00,10.00,20.95,4.61
1117,516078,JUMBO,JUMBO BAG LTD.,10.00,10.00,15.90,8.36
3585,540377,IFL,IFL Enterprises Ltd,10.00,10.00,14.55,6.68
3404,539533,KASHIRAM,Kashiram Jain and Company Ltd,10.00,10.00,10.00,10.00
3824,542377,AARSHYAM,Aar Shyam India Investment Company Ltd,10.00,10.00,13.80,10.00
1385,523144,MEDICAPQ,MEDI-CAPS LTD.-$,10.00,9.07,20.40,9.00
2350,532092,SAGARPROD,Sagar Productions Limited,10.00,9.50,12.00,5.67
3745,541303,AKSHAR,Akshar Spintex Ltd,10.00,10.00,23.90,9.85
407,504356,ZMULTIPU,MULTIPURPOSE TRADING & AGENCIES LTD.,10.00,10.00,22.00,10.00
745,511072,DHFL,DEWAN HOUSING FINANCE CORPORATION LTD.,10.03,9.41,176.40,9.41
803,511577,SAVFI,SAVANI FINANCIALS LTD.,10.05,9.12,10.05,5.69
810,511609,ISLCONSUL,ISL CONSULTING LTD.,10.05,10.05,14.65,9.00
986,513422,BLOIN,BLOOM INDUSTRIES LTD.,10.09,10.09,10.09,7.90
641,507948,KEYCORP,KEY CORP LTD.,10.10,10.10,15.30,8.55
2818,533018,SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.,10.11,10.00,10.64,10.00
1690,526588,PHOTOQUP,PHOTOQUIP INDIA LTD.,10.12,10.12,28.70,10.12
228,500456,PASUPTAC,PASUPATI ACRYLON LTD.,10.13,9.72,20.70,8.50
2394,532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,10.13,9.80,18.55,8.50
2346,532078,MONNETIN,MONNET INDUSTRIES LTD.,10.14,10.14,10.16,9.22
3412,539559,DDIL,Deep Diamond India Ltd,10.15,10.10,10.50,10.03
1631,526231,STDSFAC,STANDARD SURFACTANTS LTD.,10.18,10.00,31.00,8.77
2267,531821,MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,10.18,10.18,10.18,9.24
3794,542002,DCL,Devoted Construction Ltd,10.20,10.20,23.60,8.30
1044,514165,INDIANACRY,INDIAN ACRYLICS LTD.,10.20,9.75,15.45,6.75
193,500365,WELSPLSOL,Welspun Specialty Solutions Ltd,10.21,9.21,19.75,7.60
391,504092,INDOKEM,INDOKEM LTD.,10.22,10.22,15.62,4.76
2229,531676,VAGHANI,VAGHANI TECHNO-BUILD LTD.,10.26,10.26,10.26,6.06
597,507506,GIRDSGA,GIRDHARILAL SUGAR & ALLIED INDUSTRIES LTD.,10.28,10.28,11.38,9.00
1013,513558,REALSTR,REAL STRIPS LTD.-$,10.29,10.29,16.30,4.86
637,507917,EASTBUILD,EAST BUILDTECH LTD.,10.30,10.25,11.30,7.68
2694,532817,ORIENTALTL,ORIENTAL TRIMEX LTD.,10.30,10.00,15.30,9.20
2480,532410,TRANSCOR,TRANSCORP INTERNATIONAL LTD.,10.30,9.50,26.15,9.10
3195,538812,AANCHALISP,Aanchal Ispat Ltd,10.30,8.91,18.90,8.45
695,509099,OSWALEA,OSWAL LEASING LTD.,10.31,10.31,10.31,10.31
3682,540782,SBRANDS,Sanghvi Brands Ltd,10.35,10.35,35.50,10.35
2587,532665,RAJVIR,RAJVIR INDUSTRIES LTD.,10.37,10.37,21.65,10.37
2138,531409,ALCHCORP,ALCHEMIST CORPORATION LTD.,10.39,10.39,14.65,6.35
2237,531694,RAINBOWF,RAINBOW FOUNDATIONS LTD.,10.45,10.45,20.95,10.45
1441,523594,KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.,10.45,10.45,31.00,10.45
992,513456,KANSHST,KANISHK STEEL INDUSTRIES LTD.,10.45,10.13,12.54,7.00
205,500402,SPMLINFRA,SPML Infra Limited,10.45,9.53,37.05,6.32
3394,539519,MAYUKH,Mayukh Dealtrade Ltd,10.46,9.97,14.60,9.41
782,511441,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,10.50,10.50,10.86,8.08
3576,540310,CFL,Classic Filaments Ltd,10.50,10.50,16.15,10.50
666,508929,JOYREALTY,Joy Realty Limited,10.50,10.50,11.80,10.50
